customer_id,restaurant_id,rider_id,order_date,total_amount,delivery_time
4091,4,221,2024-02-21 18:00:00,471.32,61
2522,44,69,2024-02-21 19:00:00,356.46,29
2582,56,224,2024-02-21 20:00:00,431.55,62
1391,42,124,2024-02-21 21:00:00,496.97,42
1131,114,12,2024-02-21 22:00:00,648.27,34
2487,141,52,2024-02-21 23:00:00,222.82,47
835,174,129,2024-02-22 00:00:00,205.31,47
227,161,135,2024-02-22 01:00:00,457.56,50
3516,21,145,2024-02-22 02:00:00,460.55,27
4538,79,127,2024-02-22 03:00:00,273.53,18
2444,185,226,2024-02-22 04:00:00,575.03,37
728,69,71,2024-02-22 05:00:00,448.23,22
3687,70,273,2024-02-22 06:00:00,177.36,27
3623,67,187,2024-02-22 07:00:00,1080.01,38
1037,48,3,2024-02-22 08:00:00,1080.32,54
1833,161,285,2024-02-22 09:00:00,369.64,60
2741,36,22,2024-02-22 10:00:00,321.02,44
493,161,166,2024-02-22 11:00:00,724.66,44
1549,159,246,2024-02-22 12:00:00,812.29,39
1144,149,234,2024-02-22 13:00:00,1155.42,47
3958,27,158,2024-02-22 14:00:00,546.22,23
3408,72,151,2024-02-22 15:00:00,799.11,40
640,101,213,2024-02-22 16:00:00,1072.09,38
173,190,218,2024-02-22 17:00:00,622.45,47
4355,96,246,2024-02-22 18:00:00,278.46,53
3960,128,276,2024-02-22 19:00:00,546.32,39
517,26,151,2024-02-22 20:00:00,293.4,66
523,66,196,2024-02-22 21:00:00,167.47,59
1918,140,21,2024-02-22 22:00:00,939.13,29
2887,22,257,2024-02-22 23:00:00,400.34,55
2165,17,17,2024-02-23 00:00:00,152.11,62
1930,7,51,2024-02-23 01:00:00,1066.05,63
3946,107,270,2024-02-23 02:00:00,615.98,55
2210,68,83,2024-02-23 03:00:00,400.8,20
3784,128,124,2024-02-23 04:00:00,425.93,34
2591,37,290,2024-02-23 05:00:00,402.56,58
4935,38,262,2024-02-23 06:00:00,354.28,30
4077,96,49,2024-02-23 07:00:00,1033.29,35
1094,139,6,2024-02-23 08:00:00,328.85,29
3881,1,117,2024-02-23 09:00:00,739.95,53
2495,153,118,2024-02-23 10:00:00,231.19,56
2580,42,263,2024-02-23 11:00:00,1147.0,18
2489,180,129,2024-02-23 12:00:00,783.48,38
2786,152,171,2024-02-23 13:00:00,1098.31,17
2759,181,27,2024-02-23 14:00:00,567.77,64
1575,184,199,2024-02-23 15:00:00,1001.21,15
2374,63,97,2024-02-23 16:00:00,1046.34,44
3991,81,17,2024-02-23 17:00:00,888.1,27
4846,8,173,2024-02-23 18:00:00,247.59,68
1094,187,101,2024-02-23 19:00:00,166.88,32
1190,173,186,2024-02-23 20:00:00,326.99,54
2690,27,184,2024-02-23 21:00:00,274.0,25
4096,52,215,2024-02-23 22:00:00,911.39,56
1876,146,251,2024-02-23 23:00:00,734.86,43
3407,91,216,2024-02-24 00:00:00,702.25,18
1788,86,29,2024-02-24 01:00:00,415.51,39
3933,16,102,2024-02-24 02:00:00,312.34,50
1608,66,123,2024-02-24 03:00:00,366.88,50
3749,5,54,2024-02-24 04:00:00,570.29,58
49,82,283,2024-02-24 05:00:00,927.15,54
3862,131,102,2024-02-24 06:00:00,417.24,42
2181,118,117,2024-02-24 07:00:00,883.54,59
3047,81,104,2024-02-24 08:00:00,666.09,22
2834,70,45,2024-02-24 09:00:00,1079.71,35
1398,115,114,2024-02-24 10:00:00,394.56,49
3827,7,31,2024-02-24 11:00:00,623.4,58
4575,50,164,2024-02-24 12:00:00,251.5,32
832,142,189,2024-02-24 13:00:00,501.91,61
2698,166,293,2024-02-24 14:00:00,682.22,39
4778,111,195,2024-02-24 15:00:00,919.38,60
2736,47,292,2024-02-24 16:00:00,357.98,55
82,112,261,2024-02-24 17:00:00,379.0,19
87,161,207,2024-02-24 18:00:00,813.16,61
2064,43,52,2024-02-24 19:00:00,551.58,22
822,91,49,2024-02-24 20:00:00,656.2,37
163,29,6,2024-02-24 21:00:00,1027.94,17
3740,128,224,2024-02-24 22:00:00,674.04,58
2398,185,23,2024-02-24 23:00:00,835.12,51
1933,133,145,2024-02-25 00:00:00,839.61,45
2729,96,110,2024-02-25 01:00:00,993.79,43
3536,188,212,2024-02-25 02:00:00,820.05,55
3447,117,300,2024-02-25 03:00:00,218.05,34
2791,70,41,2024-02-25 04:00:00,509.28,17
2708,130,172,2024-02-25 05:00:00,1188.78,37
3934,70,186,2024-02-25 06:00:00,356.34,54
3386,110,214,2024-02-25 07:00:00,766.07,35
923,171,52,2024-02-25 08:00:00,1035.09,27
2176,132,70,2024-02-25 09:00:00,765.89,22
1583,56,196,2024-02-25 10:00:00,540.88,19
565,187,151,2024-02-25 11:00:00,234.24,39
3259,89,109,2024-02-25 12:00:00,529.75,53
2598,137,118,2024-02-25 13:00:00,341.17,51
2501,131,95,2024-02-25 14:00:00,1158.91,55
4567,176,256,2024-02-25 15:00:00,900.78,19
988,171,44,2024-02-25 16:00:00,936.85,22
3637,100,67,2024-02-25 17:00:00,607.77,58
224,129,156,2024-02-25 18:00:00,265.46,18
351,57,206,2024-02-25 19:00:00,430.05,55
1929,181,274,2024-02-25 20:00:00,422.7,68
349,144,155,2024-02-25 21:00:00,661.12,36
4278,51,179,2024-02-25 22:00:00,634.03,28
4733,112,60,2024-02-25 23:00:00,605.08,33
1018,104,74,2024-02-26 00:00:00,670.78,27
2227,127,49,2024-02-26 01:00:00,1186.37,49
4868,55,271,2024-02-26 02:00:00,463.27,18
4125,1,73,2024-02-26 03:00:00,796.03,47
2420,90,196,2024-02-26 04:00:00,401.48,36
1894,156,179,2024-02-26 05:00:00,639.94,15
3041,53,48,2024-02-26 06:00:00,360.05,25
2069,186,72,2024-02-26 07:00:00,736.1,30
1126,73,113,2024-02-26 08:00:00,428.26,18
3118,188,245,2024-02-26 09:00:00,188.63,43
4162,187,159,2024-02-26 10:00:00,1006.03,53
4043,108,274,2024-02-26 11:00:00,284.67,58
4434,150,268,2024-02-26 12:00:00,536.44,52
2171,8,30,2024-02-26 13:00:00,651.04,38
447,177,97,2024-02-26 14:00:00,604.1,66
2659,42,251,2024-02-26 15:00:00,911.95,23
3363,155,7,2024-02-26 16:00:00,776.62,22
2719,167,92,2024-02-26 17:00:00,460.14,28
3484,25,113,2024-02-26 18:00:00,204.29,29
2945,38,259,2024-02-26 19:00:00,955.97,67
4377,85,107,2024-02-26 20:00:00,520.15,36
596,152,63,2024-02-26 21:00:00,1084.21,51
1987,24,271,2024-02-26 22:00:00,564.81,29
2751,60,199,2024-02-26 23:00:00,903.54,20
1075,178,146,2024-02-27 00:00:00,1136.54,15
3970,111,61,2024-02-27 01:00:00,833.71,34
4306,66,120,2024-02-27 02:00:00,584.16,55
4222,142,61,2024-02-27 03:00:00,745.77,50
4588,53,26,2024-02-27 04:00:00,720.62,16
3581,160,115,2024-02-27 05:00:00,764.06,20
3008,106,40,2024-02-27 06:00:00,304.16,16
970,96,116,2024-02-27 07:00:00,883.44,17
581,176,136,2024-02-27 08:00:00,302.3,21
2825,39,277,2024-02-27 09:00:00,165.35,34
4002,168,299,2024-02-27 10:00:00,806.02,63
1212,42,21,2024-02-27 11:00:00,272.76,55
230,111,31,2024-02-27 12:00:00,958.93,68
4285,104,247,2024-02-27 13:00:00,1059.26,55
3186,77,27,2024-02-27 14:00:00,1141.97,65
502,8,73,2024-02-27 15:00:00,847.7,19
2133,26,97,2024-02-27 16:00:00,656.12,39
49,140,161,2024-02-27 17:00:00,519.9,52
3567,43,300,2024-02-27 18:00:00,665.47,32
3056,179,299,2024-02-27 19:00:00,349.87,15
689,110,287,2024-02-27 20:00:00,515.84,39
387,100,212,2024-02-27 21:00:00,903.83,31
970,63,76,2024-02-27 22:00:00,378.29,60
3461,49,143,2024-02-27 23:00:00,427.27,29
1006,115,34,2024-02-28 00:00:00,936.79,19
3053,155,4,2024-02-28 01:00:00,336.73,31
3418,137,98,2024-02-28 02:00:00,408.18,35
2303,167,217,2024-02-28 03:00:00,168.42,67
2284,65,28,2024-02-28 04:00:00,906.05,69
1608,199,201,2024-02-28 05:00:00,798.8,37
4367,71,273,2024-02-28 06:00:00,879.1,57
123,7,127,2024-02-28 07:00:00,375.04,24
1281,200,202,2024-02-28 08:00:00,871.75,31
3728,80,9,2024-02-28 09:00:00,776.2,15
259,67,287,2024-02-28 10:00:00,534.43,51
948,138,88,2024-02-28 11:00:00,609.72,62
4959,199,19,2024-02-28 12:00:00,746.32,21
525,181,81,2024-02-28 13:00:00,667.96,26
888,101,107,2024-02-28 14:00:00,823.92,54
208,95,230,2024-02-28 15:00:00,340.03,64
3383,87,112,2024-02-28 16:00:00,717.75,15
2795,185,220,2024-02-28 17:00:00,622.79,34
149,91,123,2024-02-28 18:00:00,634.07,58
438,103,244,2024-02-28 19:00:00,642.85,45
2203,126,178,2024-02-28 20:00:00,1075.55,18
3750,155,65,2024-02-28 21:00:00,1009.56,40
3162,182,3,2024-02-28 22:00:00,811.05,26
3902,113,207,2024-02-28 23:00:00,902.31,36
4454,4,21,2024-02-29 00:00:00,194.94,15
3246,88,293,2024-02-29 01:00:00,931.19,15
4552,151,15,2024-02-29 02:00:00,660.47,17
2824,176,206,2024-02-29 03:00:00,483.63,67
4725,170,202,2024-02-29 04:00:00,296.77,26
3271,3,120,2024-02-29 05:00:00,228.97,68
486,91,137,2024-02-29 06:00:00,197.13,35
200,3,300,2024-02-29 07:00:00,319.89,27
4467,156,295,2024-02-29 08:00:00,181.65,27
1983,191,25,2024-02-29 09:00:00,919.27,67
1472,81,234,2024-02-29 10:00:00,411.04,55
4344,159,121,2024-02-29 11:00:00,537.18,32
4884,138,90,2024-02-29 12:00:00,1013.85,47
2312,177,200,2024-02-29 13:00:00,270.39,20
3374,94,180,2024-02-29 14:00:00,1027.37,39
2079,126,76,2024-02-29 15:00:00,821.52,37
1522,113,137,2024-02-29 16:00:00,509.13,38
605,149,138,2024-02-29 17:00:00,273.7,51
3849,100,10,2024-02-29 18:00:00,246.07,40
3343,53,201,2024-02-29 19:00:00,502.29,18
1418,87,219,2024-02-29 20:00:00,297.36,52
4598,89,60,2024-02-29 21:00:00,431.1,49
3876,54,147,2024-02-29 22:00:00,205.6,63
2934,185,107,2024-02-29 23:00:00,774.76,25
549,20,38,2024-03-01 00:00:00,302.54,50
839,113,134,2024-03-01 01:00:00,944.57,39
3816,49,221,2024-03-01 02:00:00,379.08,34
848,135,133,2024-03-01 03:00:00,987.88,15
4710,29,53,2024-03-01 04:00:00,349.38,44
4508,48,62,2024-03-01 05:00:00,907.43,18
4774,13,23,2024-03-01 06:00:00,499.73,37
4255,3,44,2024-03-01 07:00:00,762.28,49
4469,2,46,2024-03-01 08:00:00,190.59,56
2273,16,147,2024-03-01 09:00:00,670.01,36
3321,94,216,2024-03-01 10:00:00,306.12,45
2559,102,47,2024-03-01 11:00:00,660.64,15
4699,134,24,2024-03-01 12:00:00,298.43,18
4312,45,145,2024-03-01 13:00:00,608.94,33
1997,71,89,2024-03-01 14:00:00,266.15,44
3674,133,174,2024-03-01 15:00:00,380.95,15
1565,56,64,2024-03-01 16:00:00,774.83,62
4019,199,119,2024-03-01 17:00:00,1175.49,33
1841,127,223,2024-03-01 18:00:00,621.64,66
3292,32,156,2024-03-01 19:00:00,871.53,35
2888,49,178,2024-03-01 20:00:00,716.4,36
727,13,56,2024-03-01 21:00:00,673.28,64
1245,158,59,2024-03-01 22:00:00,217.94,16
3461,25,220,2024-03-01 23:00:00,301.51,20
3719,60,185,2024-03-02 00:00:00,1077.21,35
1066,59,47,2024-03-02 01:00:00,580.67,47
4772,156,102,2024-03-02 02:00:00,795.05,33
283,58,44,2024-03-02 03:00:00,704.64,41
1082,20,15,2024-03-02 04:00:00,547.83,51
3886,162,236,2024-03-02 05:00:00,557.21,43
2882,133,51,2024-03-02 06:00:00,733.24,42
2585,188,34,2024-03-02 07:00:00,298.2,48
2971,171,124,2024-03-02 08:00:00,556.62,15
1153,57,77,2024-03-02 09:00:00,619.32,62
3498,185,123,2024-03-02 10:00:00,1184.38,39
948,54,205,2024-03-02 11:00:00,519.03,35
4761,112,228,2024-03-02 12:00:00,826.81,48
1718,173,70,2024-03-02 13:00:00,294.29,40
67,86,230,2024-03-02 14:00:00,218.76,50
637,37,21,2024-03-02 15:00:00,1065.12,49
314,84,108,2024-03-02 16:00:00,917.27,37
3398,48,241,2024-03-02 17:00:00,483.37,31
565,118,251,2024-03-02 18:00:00,679.81,61
1602,182,135,2024-03-02 19:00:00,292.53,56
826,48,90,2024-03-02 20:00:00,892.52,26
3671,112,79,2024-03-02 21:00:00,223.85,58
1026,110,177,2024-03-02 22:00:00,944.88,34
2252,6,298,2024-03-02 23:00:00,724.18,53
4758,162,102,2024-03-03 00:00:00,442.79,41
805,191,112,2024-03-03 01:00:00,1055.7,56
2452,78,181,2024-03-03 02:00:00,1185.38,51
4632,176,104,2024-03-03 03:00:00,417.07,34
1392,23,16,2024-03-03 04:00:00,996.56,66
1236,126,96,2024-03-03 05:00:00,937.67,25
4033,84,293,2024-03-03 06:00:00,934.55,42
3281,13,146,2024-03-03 07:00:00,1155.1,16
4724,47,2,2024-03-03 08:00:00,660.95,38
4845,44,119,2024-03-03 09:00:00,857.88,30
3550,105,94,2024-03-03 10:00:00,1015.07,26
4201,160,191,2024-03-03 11:00:00,653.51,30
4142,154,3,2024-03-03 12:00:00,655.5,50
1355,181,111,2024-03-03 13:00:00,484.59,16
1837,14,177,2024-03-03 14:00:00,969.87,39
2893,180,257,2024-03-03 15:00:00,870.51,43
2497,121,22,2024-03-03 16:00:00,623.7,42
2584,36,220,2024-03-03 17:00:00,590.3,24
2559,8,173,2024-03-03 18:00:00,226.22,59
3619,168,224,2024-03-03 19:00:00,156.83,37
1560,150,65,2024-03-03 20:00:00,705.34,46
1508,16,277,2024-03-03 21:00:00,588.37,45
4072,91,249,2024-03-03 22:00:00,985.84,33
2064,120,260,2024-03-03 23:00:00,719.79,29
3643,188,131,2024-03-04 00:00:00,1133.54,69
2001,60,113,2024-03-04 01:00:00,355.95,47
1295,10,286,2024-03-04 02:00:00,1189.66,31
4066,153,287,2024-03-04 03:00:00,462.82,66
2753,31,211,2024-03-04 04:00:00,824.55,50
1754,21,20,2024-03-04 05:00:00,676.95,34
4211,81,215,2024-03-04 06:00:00,527.56,23
1604,33,251,2024-03-04 07:00:00,296.27,52
1323,31,271,2024-03-04 08:00:00,291.58,17
2442,149,180,2024-03-04 09:00:00,897.08,68
1099,36,194,2024-03-04 10:00:00,546.52,16
1506,193,79,2024-03-04 11:00:00,1159.36,32
1127,132,180,2024-03-04 12:00:00,491.93,37
297,68,163,2024-03-04 13:00:00,1182.7,33
3050,90,202,2024-03-04 14:00:00,365.69,21
2226,132,14,2024-03-04 15:00:00,257.96,49
4355,9,246,2024-03-04 16:00:00,478.2,64
3788,30,14,2024-03-04 17:00:00,1079.86,34
2097,115,99,2024-03-04 18:00:00,697.94,34
3610,45,33,2024-03-04 19:00:00,292.43,33
2209,4,257,2024-03-04 20:00:00,362.62,55
176,69,34,2024-03-04 21:00:00,476.82,30
2503,23,19,2024-03-04 22:00:00,769.68,52
4000,16,152,2024-03-04 23:00:00,499.0,35
1668,22,260,2024-03-05 00:00:00,934.41,43
4372,72,164,2024-03-05 01:00:00,797.11,58
2546,48,77,2024-03-05 02:00:00,1067.51,52
676,190,137,2024-03-05 03:00:00,676.01,59
1824,188,208,2024-03-05 04:00:00,497.74,38
1357,107,242,2024-03-05 05:00:00,1196.09,51
3073,133,67,2024-03-05 06:00:00,523.41,43
3260,7,116,2024-03-05 07:00:00,600.03,45
547,51,202,2024-03-05 08:00:00,999.58,59
2084,65,250,2024-03-05 09:00:00,243.07,66
2041,9,278,2024-03-05 10:00:00,555.81,53
4535,82,112,2024-03-05 11:00:00,240.0,26
1753,45,234,2024-03-05 12:00:00,296.27,44
1616,122,176,2024-03-05 13:00:00,154.87,67
1850,175,143,2024-03-05 14:00:00,160.02,18
2643,195,32,2024-03-05 15:00:00,549.3,44
1601,152,181,2024-03-05 16:00:00,999.62,19
3397,10,67,2024-03-05 17:00:00,766.35,30
4403,73,4,2024-03-05 18:00:00,816.66,41
3606,48,286,2024-03-05 19:00:00,695.21,18
3800,163,269,2024-03-05 20:00:00,1010.78,22
619,182,236,2024-03-05 21:00:00,1074.4,62
1133,87,277,2024-03-05 22:00:00,1042.23,22
2116,111,41,2024-03-05 23:00:00,1002.74,31
2340,199,121,2024-03-06 00:00:00,341.85,60
2740,16,275,2024-03-06 01:00:00,773.57,58
4277,53,231,2024-03-06 02:00:00,761.27,17
1488,40,86,2024-03-06 03:00:00,704.34,41
1558,100,63,2024-03-06 04:00:00,654.85,66
2114,20,192,2024-03-06 05:00:00,243.63,48
1045,69,293,2024-03-06 06:00:00,257.27,59
2432,45,31,2024-03-06 07:00:00,1097.4,35
1583,6,146,2024-03-06 08:00:00,811.7,57
1309,197,107,2024-03-06 09:00:00,425.43,38
4918,177,110,2024-03-06 10:00:00,443.27,58
602,39,276,2024-03-06 11:00:00,790.7,64
1621,102,210,2024-03-06 12:00:00,577.28,55
4881,130,139,2024-03-06 13:00:00,613.39,43
4767,107,86,2024-03-06 14:00:00,213.68,53
101,39,44,2024-03-06 15:00:00,295.68,20
4272,118,82,2024-03-06 16:00:00,563.02,28
238,149,64,2024-03-06 17:00:00,884.67,64
4026,168,55,2024-03-06 18:00:00,200.43,28
2919,82,74,2024-03-06 19:00:00,501.29,51
2543,54,129,2024-03-06 20:00:00,879.83,66
2004,110,256,2024-03-06 21:00:00,981.65,38
1538,12,231,2024-03-06 22:00:00,349.73,27
755,165,137,2024-03-06 23:00:00,918.06,15
3369,110,112,2024-03-07 00:00:00,1153.18,26
2259,38,146,2024-03-07 01:00:00,1102.15,65
3666,143,33,2024-03-07 02:00:00,978.84,56
4236,7,260,2024-03-07 03:00:00,897.94,38
541,78,87,2024-03-07 04:00:00,396.9,51
270,178,265,2024-03-07 05:00:00,815.6,34
3461,65,30,2024-03-07 06:00:00,825.44,20
3409,102,232,2024-03-07 07:00:00,577.16,26
506,195,76,2024-03-07 08:00:00,667.67,35
1130,101,129,2024-03-07 09:00:00,878.73,17
2080,44,271,2024-03-07 10:00:00,1149.71,41
3146,31,89,2024-03-07 11:00:00,460.07,60
3243,171,170,2024-03-07 12:00:00,408.68,67
4909,77,128,2024-03-07 13:00:00,781.9,50
362,48,174,2024-03-07 14:00:00,287.34,31
3721,82,26,2024-03-07 15:00:00,761.66,63
1457,127,61,2024-03-07 16:00:00,243.29,60
4068,189,67,2024-03-07 17:00:00,665.11,29
4196,84,26,2024-03-07 18:00:00,801.44,53
1682,10,83,2024-03-07 19:00:00,223.62,18
1053,29,60,2024-03-07 20:00:00,367.3,31
2510,48,39,2024-03-07 21:00:00,502.14,52
4728,190,123,2024-03-07 22:00:00,537.03,25
682,116,292,2024-03-07 23:00:00,859.91,26
3933,13,277,2024-03-08 00:00:00,705.47,61
2130,172,282,2024-03-08 01:00:00,551.21,46
4850,47,191,2024-03-08 02:00:00,623.21,41
4017,103,292,2024-03-08 03:00:00,163.63,58
3303,192,152,2024-03-08 04:00:00,959.05,57
720,91,233,2024-03-08 05:00:00,193.05,41
75,53,146,2024-03-08 06:00:00,1020.78,63
1294,92,271,2024-03-08 07:00:00,718.05,54
1923,77,134,2024-03-08 08:00:00,704.21,58
4158,44,171,2024-03-08 09:00:00,889.81,43
4970,156,28,2024-03-08 10:00:00,1052.54,23
320,2,136,2024-03-08 11:00:00,1139.78,57
2150,101,241,2024-03-08 12:00:00,720.54,17
1453,57,228,2024-03-08 13:00:00,308.19,53
4970,57,287,2024-03-08 14:00:00,1072.56,43
1556,34,34,2024-03-08 15:00:00,192.71,35
4208,58,2,2024-03-08 16:00:00,997.7,49
3033,180,195,2024-03-08 17:00:00,864.44,67
461,157,94,2024-03-08 18:00:00,1099.96,62
887,35,135,2024-03-08 19:00:00,1092.34,24
3534,75,204,2024-03-08 20:00:00,205.81,37
3937,176,250,2024-03-08 21:00:00,789.92,53
1116,33,147,2024-03-08 22:00:00,280.91,39
1076,115,254,2024-03-08 23:00:00,232.39,38
3877,75,176,2024-03-09 00:00:00,620.69,34
4616,73,125,2024-03-09 01:00:00,252.48,29
4908,78,251,2024-03-09 02:00:00,914.3,35
1925,9,131,2024-03-09 03:00:00,1167.39,67
927,48,50,2024-03-09 04:00:00,748.06,56
4653,67,93,2024-03-09 05:00:00,396.93,26
2282,164,220,2024-03-09 06:00:00,1035.37,32
1056,199,20,2024-03-09 07:00:00,1045.76,37
4675,119,205,2024-03-09 08:00:00,919.43,69
542,172,91,2024-03-09 09:00:00,795.89,55
2162,188,173,2024-03-09 10:00:00,1061.18,43
2252,191,189,2024-03-09 11:00:00,321.46,55
1053,133,2,2024-03-09 12:00:00,1128.18,50
4570,119,168,2024-03-09 13:00:00,1144.56,19
2745,86,24,2024-03-09 14:00:00,1065.59,53
3870,106,68,2024-03-09 15:00:00,413.2,40
4482,76,194,2024-03-09 16:00:00,1051.09,53
4158,40,84,2024-03-09 17:00:00,672.52,25
4611,19,207,2024-03-09 18:00:00,774.68,56
4526,47,49,2024-03-09 19:00:00,1032.63,25
4676,65,32,2024-03-09 20:00:00,181.06,32
1561,195,170,2024-03-09 21:00:00,531.09,26
3763,146,129,2024-03-09 22:00:00,1006.48,30
1165,178,102,2024-03-09 23:00:00,1004.65,41
2723,30,35,2024-03-10 00:00:00,1041.12,50
2359,126,199,2024-03-10 01:00:00,327.68,31
471,66,77,2024-03-10 02:00:00,891.18,63
1417,5,14,2024-03-10 03:00:00,303.83,35
1469,93,131,2024-03-10 04:00:00,974.35,69
809,97,238,2024-03-10 05:00:00,407.38,51
172,170,280,2024-03-10 06:00:00,924.71,45
4127,94,65,2024-03-10 07:00:00,627.75,59
4143,106,138,2024-03-10 08:00:00,1185.58,49
4226,133,269,2024-03-10 09:00:00,758.89,41
2400,178,228,2024-03-10 10:00:00,814.21,37
1646,85,201,2024-03-10 11:00:00,536.57,46
58,58,142,2024-03-10 12:00:00,921.25,31
1130,79,100,2024-03-10 13:00:00,669.63,25
1354,8,138,2024-03-10 14:00:00,168.97,15
768,159,168,2024-03-10 15:00:00,789.01,42
3896,12,99,2024-03-10 16:00:00,1021.98,32
683,149,66,2024-03-10 17:00:00,398.64,63
3455,94,47,2024-03-10 18:00:00,382.12,55
2009,190,231,2024-03-10 19:00:00,789.33,34
3143,91,146,2024-03-10 20:00:00,1008.88,21
1791,33,207,2024-03-10 21:00:00,412.1,51
1478,154,146,2024-03-10 22:00:00,1128.88,30
886,100,152,2024-03-10 23:00:00,1123.76,53
3907,168,279,2024-03-11 00:00:00,360.56,59
4493,193,140,2024-03-11 01:00:00,426.97,59
1539,187,151,2024-03-11 02:00:00,885.63,61
2074,15,21,2024-03-11 03:00:00,1149.32,37
313,114,254,2024-03-11 04:00:00,895.38,46
811,129,64,2024-03-11 05:00:00,617.15,63
2236,11,218,2024-03-11 06:00:00,327.45,31
2858,55,72,2024-03-11 07:00:00,634.06,33
2764,2,162,2024-03-11 08:00:00,787.11,56
2033,65,130,2024-03-11 09:00:00,497.5,48
1508,172,69,2024-03-11 10:00:00,685.77,28
4546,16,225,2024-03-11 11:00:00,286.72,69
2571,150,246,2024-03-11 12:00:00,624.8,17
1895,106,68,2024-03-11 13:00:00,245.31,53
2706,146,107,2024-03-11 14:00:00,201.54,39
597,175,109,2024-03-11 15:00:00,1050.1,25
2148,30,103,2024-03-11 16:00:00,365.34,63
616,10,141,2024-03-11 17:00:00,753.91,29
948,186,65,2024-03-11 18:00:00,306.43,33
4652,62,134,2024-03-11 19:00:00,425.65,57
4374,85,199,2024-03-11 20:00:00,529.41,29
3765,134,155,2024-03-11 21:00:00,300.86,29
2014,67,79,2024-03-11 22:00:00,198.26,52
3698,41,250,2024-03-11 23:00:00,1071.02,29
491,171,87,2024-03-12 00:00:00,162.42,23
4351,18,241,2024-03-12 01:00:00,214.39,19
2429,58,88,2024-03-12 02:00:00,995.33,33
4988,60,172,2024-03-12 03:00:00,446.11,38
542,88,17,2024-03-12 04:00:00,908.96,43
1288,27,223,2024-03-12 05:00:00,303.54,19
1634,68,294,2024-03-12 06:00:00,399.15,36
4921,22,219,2024-03-12 07:00:00,751.42,27
2927,152,234,2024-03-12 08:00:00,1188.07,64
1353,40,248,2024-03-12 09:00:00,227.12,66
4377,109,52,2024-03-12 10:00:00,570.58,63
1299,74,15,2024-03-12 11:00:00,195.24,61
4869,66,112,2024-03-12 12:00:00,359.19,60
3968,168,184,2024-03-12 13:00:00,1102.84,43
4424,6,7,2024-03-12 14:00:00,251.28,30
2259,112,51,2024-03-12 15:00:00,1049.7,50
4648,18,241,2024-03-12 16:00:00,336.69,31
2074,81,245,2024-03-12 17:00:00,1054.87,34
702,102,186,2024-03-12 18:00:00,714.92,28
1920,110,287,2024-03-12 19:00:00,1072.12,64
2461,30,92,2024-03-12 20:00:00,309.29,20
4263,122,106,2024-03-12 21:00:00,950.14,36
4265,149,13,2024-03-12 22:00:00,864.73,54
4325,62,146,2024-03-12 23:00:00,720.08,23
367,138,119,2024-03-13 00:00:00,1001.12,46
528,120,203,2024-03-13 01:00:00,830.69,38
4887,107,141,2024-03-13 02:00:00,1070.9,47
3719,141,115,2024-03-13 03:00:00,550.12,27
3610,76,152,2024-03-13 04:00:00,769.42,49
3936,9,57,2024-03-13 05:00:00,1064.13,20
4620,196,157,2024-03-13 06:00:00,375.55,63
2154,39,133,2024-03-13 07:00:00,660.03,54
1909,24,163,2024-03-13 08:00:00,1158.78,44
3013,125,275,2024-03-13 09:00:00,647.28,52
4229,118,183,2024-03-13 10:00:00,415.47,30
3023,34,77,2024-03-13 11:00:00,518.63,15
3484,61,44,2024-03-13 12:00:00,1079.34,56
2721,169,206,2024-03-13 13:00:00,1152.63,32
1771,133,38,2024-03-13 14:00:00,1147.61,36
4114,79,22,2024-03-13 15:00:00,883.89,40
1778,50,73,2024-03-13 16:00:00,685.08,28
4213,132,241,2024-03-13 17:00:00,341.82,51
798,51,154,2024-03-13 18:00:00,279.38,63
3216,52,237,2024-03-13 19:00:00,212.75,28
3789,122,5,2024-03-13 20:00:00,168.6,40
2977,167,221,2024-03-13 21:00:00,1072.02,64
3738,8,86,2024-03-13 22:00:00,999.54,50
1712,113,177,2024-03-13 23:00:00,746.21,66
753,45,259,2024-03-14 00:00:00,1198.66,37
2470,88,220,2024-03-14 01:00:00,1150.7,16
3970,28,38,2024-03-14 02:00:00,837.86,53
1393,119,142,2024-03-14 03:00:00,637.8,21
2606,107,235,2024-03-14 04:00:00,309.78,53
678,27,203,2024-03-14 05:00:00,691.37,59
106,193,294,2024-03-14 06:00:00,315.63,65
3288,162,172,2024-03-14 07:00:00,568.37,36
4754,81,125,2024-03-14 08:00:00,1139.78,42
1947,101,65,2024-03-14 09:00:00,509.08,52
1096,62,281,2024-03-14 10:00:00,310.43,34
1783,62,272,2024-03-14 11:00:00,761.52,63
4542,166,244,2024-03-14 12:00:00,782.48,32
3258,26,15,2024-03-14 13:00:00,353.49,38
1998,121,226,2024-03-14 14:00:00,356.42,47
4870,24,131,2024-03-14 15:00:00,1189.03,69
1562,39,195,2024-03-14 16:00:00,405.45,59
4007,124,293,2024-03-14 17:00:00,1030.1,40
1676,21,209,2024-03-14 18:00:00,643.84,33
1123,94,113,2024-03-14 19:00:00,606.74,62
3982,175,244,2024-03-14 20:00:00,459.71,56
1302,115,166,2024-03-14 21:00:00,962.52,27
944,176,191,2024-03-14 22:00:00,1074.69,24
4551,121,257,2024-03-14 23:00:00,424.18,28
946,13,218,2024-03-15 00:00:00,249.85,23
601,131,275,2024-03-15 01:00:00,293.77,67
2701,160,52,2024-03-15 02:00:00,982.44,25
